geoid,st_name,st_abbr,co_name,farmLandAc,1995,2000,2001,2003,2004,2005,2010,2015
29005,Missouri,MO,Atchison,263047,53872.3,80965.6,79673.2,92165.4,4221.3,76083.3,64642.4,78561
29007,Missouri,MO,Audrain,436385,35980.4,49751.8,58819,68102.3,7078.4,60632,35280.4,66758.2
29009,Missouri,MO,Barry,267967,159.7,1210.5,936.6,1319.9,13049.3,1380.4,3120.5,4757.9
29011,Missouri,MO,Barton,332232,4144.1,29054.7,26593.8,31690.2,9719.8,22543.4,45267.7,27818.3
29013,Missouri,MO,Bates,448197,30980.8,29751.8,21548.1,17556.1,5050.7,33471.9,23633.8,30935
29015,Missouri,MO,Benton,240614,4525.2,7216.5,5871.5,7862.9,1078.3,7593.6,5726.7,7793
29017,Missouri,MO,Bollinger,200102,4063.6,9539.4,691.3,7277.3,2042.8,4935.6,2938.7,5606.6
29019,Missouri,MO,Boone,240874,4349,16487.1,13274.2,20740.6,1435.6,16002.2,10472.1,12038
29021,Missouri,MO,Buchanan,188795,20952.9,29865.8,28396.1,34484.9,1832.3,26984.9,23606,29338.3
29023,Missouri,MO,Butler,234298,17948.7,6790.4,10538.9,9405.3,6217.6,14042.6,10309.1,11915.1
29025,Missouri,MO,Caldwell,244510,12387.4,15914.1,11547.1,15723.7,1299.8,11590.9,9504.1,9899.8
29027,Missouri,MO,Callaway,316205,8453.8,20788.3,16346.7,21079.9,1748.2,15284.8,13067.7,18569.6
29029,Missouri,MO,Camden,138552,101.4,478.7,233.6,356,432.4,289.2,236,74.8
29031,Missouri,MO,Cape Girardeau,252889,17707.1,12867,20396.3,11291.7,4457.4,24863.5,20234.5,15875.2
29033,Missouri,MO,Carroll,431665,33918.4,48331.5,47693.9,51282.4,2691.1,36481.8,34629.9,54087.6
29035,Missouri,MO,Carter,73709,35.8,0,0,0,424.7,0,42.3,0
29037,Missouri,MO,Cass,319202,14903.6,17762.1,14925.2,11240.1,2929.2,19017.6,12244.6,14966.4
29039,Missouri,MO,Cedar,189793,1028.4,2406.5,1586.6,1377.5,1841.4,1612.5,1230.7,1617.3
29041,Missouri,MO,Chariton,406236,42977.8,44444.1,42695.7,46666,2521.4,32902.2,30584.3,47225.6
29043,Missouri,MO,Christian,179326,154.7,770.3,600.5,656.8,7301.8,363.9,828.8,785.9
29045,Missouri,MO,Clark,240950,12093.8,30326.2,26767.7,41705.1,5110.6,40662.4,18671.9,30842.3
29047,Missouri,MO,Clay,110709,5982.1,6116.5,4709.5,5323.8,724.1,4746.5,5821.6,6927.1
29049,Missouri,MO,Clinton,191715,15883.9,21961.7,21377.4,23825,1639.8,18850.6,17321.6,20974.4
29051,Missouri,MO,Cole,176400,2031.8,5590.2,3769.3,4947,666.9,3290.4,2273.9,3060.5
29053,Missouri,MO,Cooper,307233,9797.7,31008.3,22114.3,33061.5,1872.9,25025.7,19847.9,28298.8
29055,Missouri,MO,Crawford,194361,779.4,1019.2,504.2,367.2,632.2,507.1,883.7,669
29057,Missouri,MO,Dade,245554,1467.7,6995,4711.6,9295.9,13746.2,6634.4,12724.9,9144
29059,Missouri,MO,Dallas,218058,510.2,788.4,476.1,635.8,623.5,354.3,535.8,730
29061,Missouri,MO,Daviess,315080,14085,22453.1,17954.6,22631.4,1982.5,18520.4,18341.3,24301.8
29063,Missouri,MO,DeKalb,242971,13677.6,20505.2,16704.4,22204.8,1491,15529.4,14214.9,21740.4
29065,Missouri,MO,Dent,187889,27.7,197.6,11.4,138.4,1569.2,65.1,189.9,79.8
29067,Missouri,MO,Douglas,254110,223.1,326.9,35.7,346.3,2499.2,223.5,336,226.9
29069,Missouri,MO,Dunklin,279811,12712.5,6502.5,10049.5,9418.5,10286.9,12196.1,14113.3,23804.6
29071,Missouri,MO,Franklin,291715,6198,17499.9,9934,16556.9,5740.9,11791.9,19691,27039
29073,Missouri,MO,Gasconade,208930,2810.6,7276.2,4418,5131.1,2137.7,3825,6972.6,15548.9
29075,Missouri,MO,Gentry,253180,12323.4,22323.4,18574.1,20976.4,1703.4,18697,17074.9,17457.8
29077,Missouri,MO,Greene,210483,181.9,1246.2,854.3,840.9,9539.7,461.7,1260.7,1389.9
29079,Missouri,MO,Grundy,203922,11165.6,14269.6,16893.5,17133,1152.3,13908.4,13753.1,14429
29081,Missouri,MO,Harrison,400903,12279.5,31002.4,22890.3,31440.3,2481.1,26344.8,24553.3,41037.4
29083,Missouri,MO,Henry,357727,21807.2,19981.6,14056.1,10286.1,3477.1,15749.6,10258.7,10513.2
29085,Missouri,MO,Hickory,181729,863.7,1485.4,1217.4,2029.1,515.7,1611.7,1694.4,3353.1
29087,Missouri,MO,Holt,200179,41823.3,65096.4,63372.8,77150.5,3410.5,60242.3,42386.3,61597.1
29089,Missouri,MO,Howard,243393,6073.5,24227.4,16705.7,24924.9,1359.9,19442,13229,19718.5
29091,Missouri,MO,Howell,353689,534,473.2,75.4,469.8,3812.9,219.3,544.8,779.7
29093,Missouri,MO,Iron,70434,78.5,11.2,0.7,10.1,421.4,6.3,47.8,0
29095,Missouri,MO,Jackson,111031,6367,11079.5,9708.5,6831.5,1389.3,11394.3,7189.9,10106.1
29097,Missouri,MO,Jasper,246810,1927.5,11556.2,9828.8,12851.1,11761.9,8897.7,23003.6,15287.8
29099,Missouri,MO,Jefferson,97498,1214,3991,2529.7,3488,1313.8,2859.2,3956.9,4150.5
29101,Missouri,MO,Johnson,390625,19494.3,25089,18124.8,13653.3,3963.4,22800.8,14272.2,18983.7
29103,Missouri,MO,Knox,280954,8611.6,20581.2,20052.2,28284.7,6106.6,30792.5,14403.1,36492.8
29105,Missouri,MO,Laclede,320073,631.3,1619.8,1067.3,1509.2,952.2,2294.1,2392.8,3256.1
29107,Missouri,MO,Lafayette,326987,30157.6,60181.4,47601.4,33600.2,4814.7,58714.4,38012.8,45903.9
29109,Missouri,MO,Lawrence,311251,954,4007.3,3101.4,4024.1,13114.8,3420.9,8924.1,7552
29111,Missouri,MO,Lewis,284116,17825.2,30780.7,27029.6,42245.5,5317.6,40944.5,19227.2,40305.9
29113,Missouri,MO,Lincoln,281100,17273.3,48004.2,30234.9,40240.2,13398.1,27278.8,41363.8,66003.9
29115,Missouri,MO,Linn,335668,10264.7,15152.9,12680.1,12282.2,1023.2,8955.8,10650.9,23768.6
29117,Missouri,MO,Livingston,283450,12097.3,20474.2,17470.4,18810.3,1742,15574.2,13833.5,29461.8
29119,Missouri,MO,McDonald,186444,52.1,758.8,649.6,754.4,9225.6,487.2,1234.3,692.4
29121,Missouri,MO,Macon,386118,12235.5,16044.3,14579.8,15384.7,1296.2,11709.5,13520.9,22300.7
29123,Missouri,MO,Madison,106946,393.9,155.5,23.8,103.7,569.9,74.8,122.4,126
29125,Missouri,MO,Maries,241483,603.5,1937.7,910.6,1296.3,730.9,1078.3,1340.2,1321.3
29127,Missouri,MO,Marion,221468,21529.6,29256.6,27164.8,41264,4511.1,39309,17898.2,40271.5
29129,Missouri,MO,Mercer,226845,6273.7,9666.2,6237.5,9712,668.2,7863.7,7764,12554.8
29131,Missouri,MO,Miller,248415,825.2,2335.4,1470.3,2151,755.1,1666.2,1692.7,1839.6
29133,Missouri,MO,Mississippi,244974,35495,25755.2,43800.7,27869.6,8129.6,52347.3,34220,21833.2
29135,Missouri,MO,Moniteau,235070,4848.6,11545.4,8266.6,11670.7,1033.7,8406.6,5452.8,7962.7
29137,Missouri,MO,Monroe,355639,17419.5,27107.3,31843,40518.7,6942,37799.1,19841.9,40536.6
29139,Missouri,MO,Montgomery,279080,14485.5,44160.8,30429.1,41012.1,13874.5,30595.6,45551.8,47765.7
29141,Missouri,MO,Morgan,198126,2470.8,7341,4874.9,6524.5,833,4027.4,3700.7,5078.8
29143,Missouri,MO,New Madrid,344654,38849.5,26250.8,43642,32800.4,13446.8,49818,38809.5,29806.7
29145,Missouri,MO,Newton,247902,456,2123.1,1658.5,2110.3,10585.7,2112.1,7793.5,6925
29147,Missouri,MO,Nodaway,423749,44347.8,78699.9,71183.5,83915.6,4743,68578.4,57923.9,66809.5
29149,Missouri,MO,Oregon,253746,136.8,0,0,0,2332.9,0,209.3,0
29151,Missouri,MO,Osage,283391,3128.7,8800.1,6206.6,8478,1170.8,6444.2,4716,5464.9
29153,Missouri,MO,Ozark,228855,451.8,49.7,16.4,47.1,2923.2,10.4,218.1,0
29155,Missouri,MO,Pemiscot,305126,13607.6,10584.5,14815.1,18147.4,8988.4,15842.9,10242.4,12302.4
29157,Missouri,MO,Perry,226476,11076.9,25297.3,16141.8,24477,8613.4,18373.9,25384.9,24663.4
29159,Missouri,MO,Pettis,419594,16460.1,36015.7,28809.4,40945.4,2552.9,36225.8,23776.2,32867.2
29161,Missouri,MO,Phelps,157357,350.2,770.6,383.9,449.6,594,233,195.7,128.3
29163,Missouri,MO,Pike,361715,25495.7,33559.7,33142.4,41322.1,6635.6,41143.8,21693.8,36223.7
29165,Missouri,MO,Platte,153018,19884.5,24932.7,23768.7,30621.2,1676.6,23519.8,19107.5,24147.2
29167,Missouri,MO,Polk,336371,1084.7,2414.7,1514.8,2004.1,1218.4,1805.8,2032.1,3054.4
29169,Missouri,MO,Pulaski,112396,235.7,678,404.2,504.5,391,296.1,275.5,308.5
29171,Missouri,MO,Putnam,292677,3427.6,8157.1,4185.8,8620.9,629.1,5353.3,6356.7,12283.8
29173,Missouri,MO,Ralls,283522,17717.9,26405.2,29210.4,36279.5,4778.3,35892.3,16530.1,35928.9
29175,Missouri,MO,Randolph,209458,9165.7,11298.2,10525.4,9499.2,882.6,7845.4,7440.4,13644.9
29177,Missouri,MO,Ray,273027,22099.2,24067.1,22146,27388.9,2201.3,22977.5,18270.4,25540.5
29179,Missouri,MO,Reynolds,97276,74.7,135.1,25.7,132.3,539,69.2,61,0
29181,Missouri,MO,Ripley,137793,2377.6,1622,198.8,1531.8,1207.2,492.9,251.7,640.1
29183,Missouri,MO,St. Charles,158174,9976,43641.8,26855.9,41416.2,12834.5,28463.1,38304.4,32786.6
29185,Missouri,MO,St. Clair,240185,13669.9,8915.9,6861.9,4467.4,2168.5,7761.9,5384.7,7427.3
29186,Missouri,MO,Ste. Genevieve,162604,4267.9,14161.1,8867.9,14031.4,4629.3,10073.3,11593.1,9978.9
29187,Missouri,MO,St. Francois,116267,630.3,1541.5,820.8,1228.3,598.2,1003.3,1363.3,1658.1
29189,Missouri,MO,St. Louis,26316,1311,6212.8,3809.1,4658.7,1660.6,3542.8,3716.7,2494
29195,Missouri,MO,Saline,461273,26769,101147.9,73144.1,104719.4,4056.4,78951.7,50753.1,78145.1
29197,Missouri,MO,Schuyler,159307,1441.4,5891.6,4777.9,5601.6,428.2,3922.7,4058.3,6542.2
29199,Missouri,MO,Scotland,244201,6594.8,23104.7,19396.2,31423.9,5423.2,28162.4,14566.6,31908.4
29201,Missouri,MO,Scott,222829,27776.8,22584,36413.6,23997.5,7359.1,50354.8,39273.2,26805.4
29203,Missouri,MO,Shannon,123992,63.7,0,0,0,681.8,0,94.1,0
29205,Missouri,MO,Shelby,299396,16658.2,24746.9,26594.4,32341.5,5685.8,32953.7,17670.9,37329.8
29207,Missouri,MO,Stoddard,448357,54786,35071.7,57828.4,34472.5,13479,66505.8,46126.7,35401.8
29209,Missouri,MO,Stone,117902,25.6,406.4,336.1,420.1,6157.9,284.6,692.7,1405
29211,Missouri,MO,Sullivan,323057,4126.3,7566.4,4978.6,5933.1,664.9,4307.8,6365.7,9529.3
29213,Missouri,MO,Taney,115760,256.4,0,0,0,1209.2,0,109,26.4
29215,Missouri,MO,Texas,392547,340.8,962,71.5,497.4,3729.7,288,587.9,986.5
29217,Missouri,MO,Vernon,418353,44223.9,29495.6,23620.3,18134.7,4804.6,29558.5,22130.7,26513.7
29219,Missouri,MO,Warren,136055,5769,20834.4,13273,17047.4,6036.5,12342.1,18506.1,17341.6
29221,Missouri,MO,Washington,124011,87.3,119.8,75,89.8,388.2,46.2,108,37.9
29223,Missouri,MO,Wayne,116609,629.4,1465.7,105.3,1158.3,688.3,758,571.1,654
29225,Missouri,MO,Webster,271915,642.1,1257.3,103.6,967.1,2192.3,859.1,1262.2,3440.6
29227,Missouri,MO,Worth,125069,6187.2,10624.4,7482.2,9466.7,804.7,7215.4,6436.4,6307.6
29229,Missouri,MO,Wright,294089,633.6,478.7,88.2,502.2,2386.2,254.6,427.9,486.9
29510,Missouri,MO,St. Louis,294089,0,0,0,0,0,0,0,0
31001,Nebraska,NE,Adams,340667,63572.8,82287.6,76167,58855.6,2892.3,47017,56022,68621.2
31003,Nebraska,NE,Antelope,475104,55764.9,49546.5,35930,50106.8,9532.1,69646,39089.7,34100.1
31005,Nebraska,NE,Arthur,452790,3464.3,2857.5,702.9,1022.8,198.3,437.6,1422.8,1898.2
31007,Nebraska,NE,Banner,422176,4650.4,4093.1,3579,1595.9,3989.8,2354.1,3711.4,2769.7
31009,Nebraska,NE,Blaine,402533,2005,3959.9,1458.6,1257.6,123,766.6,1453.1,1254.8
31011,Nebraska,NE,Boone,434561,49582.5,45558,35450.2,45689.3,8359.6,65953.3,32938,31080.2
31013,Nebraska,NE,Box Butte,675111,6521.1,11410.9,13001.4,7717.8,8645.4,15408.5,10450.3,4485.4
31015,Nebraska,NE,Boyd,290960,20697.7,24746.3,14150.4,18359.9,1035.2,11276.7,11650,15569.1
31017,Nebraska,NE,Brown,725387,28673.5,32774.6,18731.4,26778.2,858.9,15744.8,10810.1,14579.3
31019,Nebraska,NE,Buffalo,580544,134207.2,80046.3,79873.2,60505.2,4822.9,84889.6,57240.9,44369
31021,Nebraska,NE,Burt,309895,30620.5,34192.6,26962.8,34898.5,2913.6,47763.6,25150.7,21723.7
31023,Nebraska,NE,Butler,370218,42711.5,59948.1,58508.3,45333.9,5814.4,55906.3,47363.2,34960
31025,Nebraska,NE,Cass,344944,28726.5,49619.8,50414.3,38280.8,4002.4,48102.6,37615.4,29658.9
31027,Nebraska,NE,Cedar,466175,40788.8,41960.6,33822.8,42219.9,7180.5,62382.5,38735.5,36097.8
31029,Nebraska,NE,Chase,540944,57184.3,56276.2,48970.1,62872,2832.1,39288.9,52337.7,29534.6
31031,Nebraska,NE,Cherry,3757270,8478.5,11427.4,6798.8,9350.5,1094.6,7765.8,5987.6,9283
31033,Nebraska,NE,Cheyenne,702842,8248.9,12304,10821.2,5249.6,15538.1,6387.1,10739.9,6795.3
31035,Nebraska,NE,Clay,330371,124012.2,73547.1,80570.3,62743.3,13146.8,65181.5,67074.5,60162.8
31037,Nebraska,NE,Colfax,257656,25962.4,44473.8,43367.1,33266.9,3279.5,41265.9,38069.1,29322.3
31039,Nebraska,NE,Cuming,362942,41178.2,43647.4,34750.4,42445.7,4099.8,61171.8,33964.1,31477.3
31041,Nebraska,NE,Custer,1503321,148751.4,83320.7,92853.7,77681.4,12451.5,100167.3,71522.7,53143
31043,Nebraska,NE,Dakota,157961,15331.2,15808.2,12951.1,17355.5,1684.9,23623.2,12798.1,10536.5
31045,Nebraska,NE,Dawes,824024,2768.2,2305,1798.1,902,2723.2,1023.9,1236.8,1290.5
31047,Nebraska,NE,Dawson,630228,140441.5,80947.7,83878.8,63982.7,5286.4,87566.2,53997.3,41816.4
31049,Nebraska,NE,Deuel,276719,4231.2,7509.8,7322.3,3731.7,7805.6,4683.3,5464,3315.3
31051,Nebraska,NE,Dixon,298930,22744,23508.9,18765.3,24401.8,3989,36948.7,22949.1,21121.9
31053,Nebraska,NE,Dodge,330168,32148.7,58574.7,58222.6,43702.9,3946.6,54338.3,43945.8,33660.5
31055,Nebraska,NE,Douglas,86194,10013,12650.2,12751.8,9231.2,1004.9,10647.3,8776.9,6584.6
31057,Nebraska,NE,Dundy,520905,39791.4,30537.4,25918.9,36873.4,2217.4,21947.9,34704.6,18365.9
31059,Nebraska,NE,Fillmore,328467,141445.9,89703.6,93608.8,74405.3,11680.4,76576.3,73470.9,63569.1
31061,Nebraska,NE,Franklin,287815,31678.9,39986.9,38345.5,30248.1,3566.9,24420,26377.5,34068.7
31063,Nebraska,NE,Frontier,452210,38876.4,31485.7,25495.7,42051.7,2392.8,27604.1,33716.2,24351
31065,Nebraska,NE,Furnas,435851,32274.5,45018.2,47771.5,45461,7249,35827.2,36099,52293.8
31067,Nebraska,NE,Gage,534581,133117.2,89680.9,94280.7,68142.4,18658.6,71247.1,65474.6,62713.1
31069,Nebraska,NE,Garden,1026386,3021.4,5065.3,5318.7,3184.6,4471.4,5445.9,5942.5,2186.7
31071,Nebraska,NE,Garfield,345788,8116.7,11264,6188,7313.9,342,4999.5,4138.4,4962
31073,Nebraska,NE,Gosper,289994,26771.5,32831.8,30135.5,25713.9,2331.2,22623.2,28516.8,34970.6
31075,Nebraska,NE,Grant,493305,204.7,236.8,150.5,201.2,98.5,127.8,10.4,0
31077,Nebraska,NE,Greeley,338422,49803.5,27814.6,28118.4,24252.2,2444.9,33949.1,21465.3,17123.5
31079,Nebraska,NE,Hall,329681,138974.5,78571.7,78148.7,64685.7,2810.3,84427.6,51847.1,39917.7
31081,Nebraska,NE,Hamilton,303809,61007.3,80945.3,77634,64079.9,4933.1,76087.3,61549.3,45183.4
31083,Nebraska,NE,Harlan,312775,28505.1,39938.9,41535.3,35236.1,4451.2,29673,32987.7,40552.8
31085,Nebraska,NE,Hayes,385167,24235.6,22204,20194.5,28744.7,2100.9,20779.2,24953.9,16373.1
31087,Nebraska,NE,Hitchcock,399385,25204.6,21772.8,19845.6,32189.7,2926.1,21621.3,25001.1,17654.7
31089,Nebraska,NE,Holt,1414243,117395.1,118380.4,69900.8,106015.4,3422.4,64781,50144.1,59676.2
31091,Nebraska,NE,Hooker,436619,343.8,807.9,572.4,675.6,92,214.5,0,0
31093,Nebraska,NE,Howard,312270,71638.7,38812.9,39179.6,30638,2404.9,44247.3,29329.8,23939.5
31095,Nebraska,NE,Jefferson,352137,81104.8,53666.7,56943,45872.2,14930.6,47641.5,41875.6,40424.8
31097,Nebraska,NE,Johnson,197592,35295.8,24747.8,24660.4,17552.7,6298.7,19386.8,18769.5,19185.1
31099,Nebraska,NE,Kearney,293721,64995.6,77584.5,72003.2,51298.5,2208,40831,52085.2,62241.1
31101,Nebraska,NE,Keith,541501,28499.9,33335.7,30742.4,41896.8,2862.7,23251.6,30577.9,18146.4
31103,Nebraska,NE,Keya Paha,465577,6428.6,8679.9,3937.8,5520.7,506.2,3311.8,4337.4,5193.2
31105,Nebraska,NE,Kimball,597606,8967.6,7173.6,6314.5,3607.2,8743.8,4174.1,5753.5,4095.7
31107,Nebraska,NE,Knox,627810,31965.5,34319.2,27850.5,33399,14917.9,49267.9,30240.5,31215.3
31109,Nebraska,NE,Lancaster,488863,38972.5,58265,56518.1,42229.2,7416.5,53315,41740.2,32532.8
31111,Nebraska,NE,Lincoln,1422759,76866.1,70944.8,60295.2,90300.4,3749.5,53133.9,63315.9,37509.3
31113,Nebraska,NE,Logan,330161,12521.5,14604.6,9210.2,13220.9,537.5,10178.9,7231.9,9380
31115,Nebraska,NE,Loup,280588,5548.4,7025.8,3685.1,4563,293,3169.8,2359.4,2923.7
31117,Nebraska,NE,McPherson,470580,2412.9,2981.2,1972,1209.9,184.2,1788.3,1983.5,1132.9
31119,Nebraska,NE,Madison,351896,37943.5,37864.7,29246,38658.2,4824.3,53611,27937,24529.4
31121,Nebraska,NE,Merrick,235385,37863.4,52567.3,50330.3,39851.6,5630.6,50689.9,41355.5,30102.5
31123,Nebraska,NE,Morrill,799171,4073.9,9096.1,12330.5,7390.2,2872.2,18229.3,12861.8,4103.8
31125,Nebraska,NE,Nance,208027,22786.4,27023.2,29610,22294.2,6700.6,31746.8,27292.6,19169
31127,Nebraska,NE,Nemaha,253421,41231.7,37679.8,41640,30021.2,6387.4,32837.1,29382.5,28632.1
31129,Nebraska,NE,Nuckolls,349694,83741.6,60724.2,62213.7,49007.9,18555.7,49091.6,44567.8,45125.7
31131,Nebraska,NE,Otoe,387732,72346.3,54903.4,62055.8,44224.8,8944.6,47973.2,48486.4,43925.5
31133,Nebraska,NE,Pawnee,268714,36299.2,25190.7,27508.2,18893.9,9282.8,19918.9,17432.5,22592.5
31135,Nebraska,NE,Perkins,556854,59272.4,63802.3,56727.7,76652.8,5659.9,45658.4,60597.3,38542
31137,Nebraska,NE,Phelps,331301,77047.2,80048.6,71260.9,51189.5,2162.7,43268.4,56764.7,69268.4
31139,Nebraska,NE,Pierce,329090,37945.5,37280.1,28498.8,37134.8,5262.3,51138.5,28096.5,25112.1
31141,Nebraska,NE,Platte,426246,51158,79868.5,78173,59895.3,7199.8,76238.4,63593.4,50848.4
31143,Nebraska,NE,Polk,245193,38916.6,50908.8,50160.5,41438.8,4385.9,51316.3,40607.2,30143.8
31145,Nebraska,NE,Red Willow,419407,42805.9,39473.4,30683.5,45453,3231.6,31071.9,32721,23142.1
31147,Nebraska,NE,Richardson,319273,48827.8,46020.6,50583.5,37250.7,8586.7,41053.7,38973.8,36238
31149,Nebraska,NE,Rock,644661,19779.4,17161.5,9946.5,15564.9,550.3,9162.2,8071.4,7238.9
31151,Nebraska,NE,Saline,361860,106315.3,73523.7,75958.8,57392.2,12553.5,58194.2,55916.7,50265.5
31153,Nebraska,NE,Sarpy,91756,9866.4,16167.6,16272.9,12252.4,1185.2,14055.1,10759,7952.4
31155,Nebraska,NE,Saunders,469586,43542.3,72116.9,71967,54718.7,6225.5,67341.7,54849.5,42656.1
31157,Nebraska,NE,Scotts Bluff,445306,4408.1,11250.1,16330.2,9035,1893.8,22302.3,14566.3,3734.7
31159,Nebraska,NE,Seward,354742,44500.1,60307.1,59017.2,44952.9,5566.5,56426,44491.7,34781.3
31161,Nebraska,NE,Sheridan,1534039,5328,6781.7,6899.7,4103.9,3737.8,7937.3,7054,2269.3
31163,Nebraska,NE,Sherman,281013,43802,27626.8,28527.5,22604.9,2539.8,33192.8,21784.6,16165.2
31165,Nebraska,NE,Sioux,1224764,1455.1,2252.6,2880.1,2009.5,862.9,4079.1,3078.7,817.7
31167,Nebraska,NE,Stanton,254238,22754.8,22664.3,17618.3,22100.9,3913.9,32203.1,18730,18725.1
31169,Nebraska,NE,Thayer,326106,107886,70753.3,73505.7,60056.8,15629.6,59387.6,57057.7,55453.7
31171,Nebraska,NE,Thomas,367742,717.8,876.8,373.3,472.6,97.7,313.2,344,201.9
31173,Nebraska,NE,Thurston,247611,22118.1,24197.5,19395.4,26252.4,2323.3,35791.6,18179.7,16755.9
31175,Nebraska,NE,Valley,349411,51426.1,27988,30103.4,24385.3,2648.6,33222.7,20193.1,17422.5
31177,Nebraska,NE,Washington,248075,19847.9,34370.7,33899.4,26225.2,2832.7,32820,25992.3,21250
31179,Nebraska,NE,Wayne,280064,27869.6,30254.7,24284.4,31823,3359.7,44110.6,24776.1,22837.2
31181,Nebraska,NE,Webster,302082,23882.5,36974.7,40336.9,32565.7,5181.1,28474.9,24190.9,35642.7
31183,Nebraska,NE,Wheeler,357073,23619.5,27295.7,14129.7,22005,680.8,13695.3,11679.6,12389.4
31185,Nebraska,NE,York,339658,60824.8,85299.2,83516.8,66968.9,4645.6,78213.5,64501.7,50803.3
